2015-05-21 16:16:57,Bank of Mars,F,7
2015-05-21 16:16:57,Bank of Atlantis,D,5049
2015-05-21 16:16:57,Generous traders,D,6013
2015-05-21 16:16:57,Bank of Mars,D,6871
2015-05-21 16:16:57,The financial incompetents,D,2801
2015-05-21 16:16:57,Angel accountants,D,1970
2015-05-21 16:16:58,Cauldron trading,D,6509
2015-05-21 16:16:58,Institute of dodgy deals,D,4699
2015-05-21 16:16:58,Satans's academy,D,9067
2015-05-21 16:16:59,Satans's academy,D,3429
2015-05-21 16:17:00,Bank of Mars,D,4321
2015-05-21 16:17:01,Generous traders,D,8681
2015-05-21 16:17:01,Monkey traders,D,199
2015-05-21 16:17:01,Cauldron trading,D,1313
2015-05-21 16:17:02,Institute of dodgy deals,D,6471
2015-05-21 16:17:02,Generous traders,D,4996
2015-05-21 16:17:03,Satans's academy,F,43
2015-05-21 16:17:03,The financial incompetents,F,48
2015-05-21 16:17:03,Institute of dodgy deals,D,930
2015-05-21 16:17:03,Monkey traders,D,5814
2015-05-21 16:17:04,Greedy bankers ltd.,D,3958
2015-05-21 16:17:04,Cauldron trading,D,9539
2015-05-21 16:17:04,Institute of dodgy deals,D,4982
2015-05-21 16:17:05,Cauldron trading,D,5681
2015-05-21 16:17:06,Bank of Mars,D,1342
2015-05-21 16:17:06,Monkey traders,D,2728
2015-05-21 16:17:06,Greedy bankers ltd.,D,42
2015-05-21 16:17:07,Monkey traders,D,600
2015-05-21 16:17:07,Satans's academy,D,8988
2015-05-21 16:17:07,Satans's academy,D,2446
2015-05-21 16:17:07,Monkey traders,D,7912
2015-05-21 16:17:07,Institute of dodgy deals,D,4806
2015-05-21 16:17:08,Cauldron trading,D,9462
2015-05-21 16:17:08,Generous traders,D,2890
2015-05-21 16:17:08,Cauldron trading,D,3486
2015-05-21 16:17:08,Monkey traders,F,1
2015-05-21 16:17:09,Greedy bankers ltd.,D,6
2015-05-21 16:17:10,Cauldron trading,D,4518
2015-05-21 16:17:10,Satans's academy,D,8899
2015-05-21 16:17:11,Bank of Mars,D,3709
2015-05-21 16:17:11,The financial incompetents,D,6783
2015-05-21 16:17:12,Greedy bankers ltd.,D,9446
2015-05-21 16:17:12,Bank of Atlantis,D,4123
2015-05-21 16:17:12,The financial incompetents,D,6765
2015-05-21 16:17:12,Angel accountants,D,8067
2015-05-21 16:17:12,Bank of Atlantis,D,2025
2015-05-21 16:17:13,Generous traders,D,9007
2015-05-21 16:17:13,Institute of dodgy deals,D,3244
2015-05-21 16:17:13,Generous traders,D,1386
2015-05-21 16:17:13,Cauldron trading,D,9626
2015-05-21 16:17:13,Bank of Atlantis,D,1759
2015-05-21 16:17:14,Monkey traders,D,9527
2015-05-21 16:17:15,Angel accountants,D,9599
2015-05-21 16:17:15,Institute of dodgy deals,D,8615
2015-05-21 16:17:16,Generous traders,D,8881
2015-05-21 16:17:16,Angel accountants,D,2491
2015-05-21 16:17:16,Monkey traders,D,928
2015-05-21 16:17:17,Generous traders,D,523
2015-05-21 16:17:17,Satans's academy,F,7
2015-05-21 16:17:18,Institute of dodgy deals,D,149
2015-05-21 16:17:19,Monkey traders,D,7933
2015-05-21 16:17:19,Generous traders,D,3414
2015-05-21 16:17:19,Angel accountants,D,3410
2015-05-21 16:17:19,Bank of Atlantis,D,9989
2015-05-21 16:17:19,Angel accountants,D,426
2015-05-21 16:17:20,Greedy bankers ltd.,D,3443
2015-05-21 16:17:21,Institute of dodgy deals,D,4894
2015-05-21 16:17:21,The financial incompetents,D,9
2015-05-21 16:17:21,Bank of Mars,D,7340
2015-05-21 16:17:22,Satans's academy,D,1617
2015-05-21 16:17:22,Institute of dodgy deals,D,8881
2015-05-21 16:17:22,Institute of dodgy deals,D,7446
2015-05-21 16:17:23,Monkey traders,D,2537
2015-05-21 16:17:23,Institute of dodgy deals,D,746
2015-05-21 16:17:23,Bank of Atlantis,D,2883
2015-05-21 16:17:23,Monkey traders,D,203
2015-05-21 16:17:23,Bank of Mars,D,9562
2015-05-21 16:17:23,Satans's academy,D,7589
2015-05-21 16:17:24,Bank of Atlantis,D,2640
2015-05-21 16:17:24,The financial incompetents,D,5966
2015-05-21 16:17:24,The financial incompetents,D,345
2015-05-21 16:17:25,Bank of Atlantis,D,5198
2015-05-21 16:17:26,Bank of Mars,F,10
2015-05-21 16:17:27,Institute of dodgy deals,F,20
2015-05-21 16:17:28,Satans's academy,D,2845
2015-05-21 16:17:29,Bank of Atlantis,D,455
2015-05-21 16:17:29,The financial incompetents,D,5248
2015-05-21 16:17:29,Angel accountants,D,4768
2015-05-21 16:17:29,Bank of Mars,D,2643
2015-05-21 16:17:30,Generous traders,D,1809
2015-05-21 16:17:31,The financial incompetents,D,3378
2015-05-21 16:17:31,Angel accountants,D,1918
2015-05-21 16:17:32,Satans's academy,D,3474
2015-05-21 16:17:32,Monkey traders,F,11
2015-05-21 16:17:32,Cauldron trading,D,5141
2015-05-21 16:17:32,Generous traders,D,2405
2015-05-21 16:17:32,Bank of Mars,D,1715
2015-05-21 16:17:33,Bank of Atlantis,D,2186
2015-05-21 16:17:33,Cauldron trading,D,2044
2015-05-21 16:17:33,Cauldron trading,D,8977
2015-05-21 16:17:34,Greedy bankers ltd.,D,9806
2015-05-21 16:17:35,Greedy bankers ltd.,D,8262
2015-05-21 16:17:35,Generous traders,D,5788
2015-05-21 16:17:35,The financial incompetents,D,488
2015-05-21 16:17:35,Monkey traders,D,3623
2015-05-21 16:17:36,Angel accountants,D,1374
2015-05-21 16:17:36,Angel accountants,D,1990
2015-05-21 16:17:36,Bank of Atlantis,F,24
2015-05-21 16:17:37,Monkey traders,D,8799
2015-05-21 16:17:37,The financial incompetents,D,630
2015-05-21 16:17:37,Cauldron trading,F,26
2015-05-21 16:17:37,Bank of Mars,F,49
2015-05-21 16:17:37,Bank of Mars,D,983
2015-05-21 16:17:38,Cauldron trading,D,7205
2015-05-21 16:17:38,Bank of Mars,D,1250
2015-05-21 16:17:39,The financial incompetents,F,32
2015-05-21 16:17:40,Cauldron trading,D,5051
2015-05-21 16:17:41,Monkey traders,D,3439
2015-05-21 16:17:41,Institute of dodgy deals,F,44
2015-05-21 16:17:42,Bank of Atlantis,D,9536
2015-05-21 16:17:43,Bank of Mars,D,8257
2015-05-21 16:17:44,Bank of Atlantis,D,2138
2015-05-21 16:17:45,Greedy bankers ltd.,D,470
2015-05-21 16:17:45,Institute of dodgy deals,D,2371
2015-05-21 16:17:45,Institute of dodgy deals,D,2332
2015-05-21 16:17:45,Cauldron trading,D,1063
2015-05-21 16:17:46,Monkey traders,D,2747
2015-05-21 16:17:47,The financial incompetents,D,7489
2015-05-21 16:17:47,Cauldron trading,F,47
2015-05-21 16:17:47,Angel accountants,D,7614
2015-05-21 16:17:47,Greedy bankers ltd.,D,3823
2015-05-21 16:17:47,Angel accountants,D,1079
2015-05-21 16:17:47,Satans's academy,D,7612
2015-05-21 16:17:48,Angel accountants,D,8715
2015-05-21 16:17:48,The financial incompetents,D,2282
2015-05-21 16:17:48,The financial incompetents,D,4805
2015-05-21 16:17:48,Institute of dodgy deals,D,8791
2015-05-21 16:17:48,Bank of Mars,D,891
2015-05-21 16:17:48,Generous traders,D,2414
2015-05-21 16:17:48,Cauldron trading,D,354
2015-05-21 16:17:48,Bank of Atlantis,D,7601
2015-05-21 16:17:48,Cauldron trading,D,5540
2015-05-21 16:17:48,Monkey traders,D,939
2015-05-21 16:17:49,Institute of dodgy deals,D,1685
2015-05-21 16:17:49,Generous traders,D,2728
2015-05-21 16:17:49,Greedy bankers ltd.,D,4400
2015-05-21 16:17:49,Generous traders,D,185
2015-05-21 16:17:49,Institute of dodgy deals,D,9966
2015-05-21 16:17:49,Angel accountants,D,7779
2015-05-21 16:17:49,Generous traders,D,212
2015-05-21 16:17:50,Bank of Mars,D,2703
2015-05-21 16:17:50,Greedy bankers ltd.,F,31
2015-05-21 16:17:51,Institute of dodgy deals,D,5999
2015-05-21 16:17:51,Cauldron trading,D,7581
2015-05-21 16:17:51,Satans's academy,D,2331
2015-05-21 16:17:51,Satans's academy,D,6614
2015-05-21 16:17:51,Bank of Mars,D,3929
2015-05-21 16:17:51,Greedy bankers ltd.,D,9028
2015-05-21 16:17:52,Bank of Atlantis,D,6701
2015-05-21 16:17:52,Institute of dodgy deals,D,5569
2015-05-21 16:17:53,The financial incompetents,D,9019
2015-05-21 16:17:53,Angel accountants,D,1238
2015-05-21 16:17:53,Satans's academy,D,6198
2015-05-21 16:17:53,Satans's academy,D,1396
2015-05-21 16:17:54,Bank of Mars,D,6171
2015-05-21 16:17:54,Angel accountants,D,6506
2015-05-21 16:17:54,Institute of dodgy deals,D,4356
2015-05-21 16:17:55,Generous traders,D,9761
2015-05-21 16:17:56,Greedy bankers ltd.,D,8245
2015-05-21 16:17:56,Angel accountants,D,4376
2015-05-21 16:17:56,Cauldron trading,D,4703
2015-05-21 16:17:56,Monkey traders,D,9780
2015-05-21 16:17:56,Monkey traders,D,5495
2015-05-21 16:17:57,Greedy bankers ltd.,D,8478
2015-05-21 16:17:57,Angel accountants,D,9050
2015-05-21 16:17:58,Monkey traders,D,7836
2015-05-21 16:17:59,Angel accountants,D,8959
2015-05-21 16:18:00,Institute of dodgy deals,D,3554
2015-05-21 16:18:00,Generous traders,D,2230
2015-05-21 16:18:00,The financial incompetents,D,4074
2015-05-21 16:18:01,Generous traders,D,2794
2015-05-21 16:18:01,Monkey traders,D,7689
2015-05-21 16:18:02,Institute of dodgy deals,F,41
2015-05-21 16:18:03,Bank of Atlantis,D,6605
2015-05-21 16:18:04,Generous traders,D,549
2015-05-21 16:18:04,Bank of Atlantis,D,4726
2015-05-21 16:18:04,Bank of Mars,D,3049
2015-05-21 16:18:05,Satans's academy,D,8397
2015-05-21 16:18:06,Cauldron trading,D,397
2015-05-21 16:18:06,Monkey traders,D,1889
2015-05-21 16:18:07,Satans's academy,D,8305
2015-05-21 16:18:08,Cauldron trading,D,1864
2015-05-21 16:18:09,The financial incompetents,D,4294
2015-05-21 16:18:09,Cauldron trading,D,7589
2015-05-21 16:18:10,Generous traders,D,2216
2015-05-21 16:18:10,Bank of Atlantis,D,6150
2015-05-21 16:18:10,Monkey traders,D,6103
2015-05-21 16:18:10,Monkey traders,D,4433
2015-05-21 16:18:10,Institute of dodgy deals,D,1333
2015-05-21 16:18:10,Bank of Mars,D,2111
2015-05-21 16:18:11,Monkey traders,D,3646
2015-05-21 16:18:12,Bank of Atlantis,D,2426
2015-05-21 16:18:12,Generous traders,D,8987
2015-05-21 16:18:13,Generous traders,D,9987
2015-05-21 16:18:13,Angel accountants,F,48
2015-05-21 16:18:13,Monkey traders,D,7371
2015-05-21 16:18:14,Bank of Mars,D,5149
2015-05-21 16:18:15,Cauldron trading,D,4772
2015-05-21 16:18:15,Institute of dodgy deals,D,7013
2015-05-21 16:18:16,Cauldron trading,D,9457
2015-05-21 16:18:17,Cauldron trading,D,2722
2015-05-21 16:18:18,Generous traders,D,4284
2015-05-21 16:18:18,Monkey traders,D,2066
2015-05-21 16:18:19,Monkey traders,D,7051
2015-05-21 16:18:19,The financial incompetents,F,26
2015-05-21 16:18:19,The financial incompetents,D,4919
2015-05-21 16:18:19,The financial incompetents,F,15
2015-05-21 16:18:19,Cauldron trading,D,679
2015-05-21 16:18:19,The financial incompetents,D,1295
2015-05-21 16:18:19,Institute of dodgy deals,F,0
2015-05-21 16:18:19,The financial incompetents,D,6569
2015-05-21 16:18:19,Cauldron trading,F,11
2015-05-21 16:18:20,Greedy bankers ltd.,D,9692
2015-05-21 16:18:20,Generous traders,D,6487
2015-05-21 16:18:20,Bank of Mars,D,8418
2015-05-21 16:18:21,Greedy bankers ltd.,D,4214
2015-05-21 16:18:21,The financial incompetents,D,2005
2015-05-21 16:18:21,Generous traders,D,2706
2015-05-21 16:18:21,Generous traders,D,3229
2015-05-21 16:18:21,Bank of Mars,D,4560
2015-05-21 16:18:21,Greedy bankers ltd.,D,5865
2015-05-21 16:18:22,Greedy bankers ltd.,F,30
2015-05-21 16:18:22,Generous traders,D,8107
2015-05-21 16:18:22,Angel accountants,D,1155
2015-05-21 16:18:22,Cauldron trading,D,4976
2015-05-21 16:18:22,Satans's academy,D,1437
2015-05-21 16:18:23,Monkey traders,D,5193
2015-05-21 16:18:23,The financial incompetents,D,1914
2015-05-21 16:18:24,Cauldron trading,D,533
2015-05-21 16:18:24,Satans's academy,D,8803
2015-05-21 16:18:25,Institute of dodgy deals,D,8181
2015-05-21 16:18:26,The financial incompetents,D,4914
2015-05-21 16:18:26,Monkey traders,D,9077
2015-05-21 16:18:27,Institute of dodgy deals,D,2281
2015-05-21 16:18:28,Cauldron trading,F,38
2015-05-21 16:18:29,Satans's academy,D,3746
2015-05-21 16:18:29,Institute of dodgy deals,D,1805
2015-05-21 16:18:29,Angel accountants,D,7746
2015-05-21 16:18:30,Monkey traders,D,1083
2015-05-21 16:18:30,Bank of Mars,D,3061
2015-05-21 16:18:30,Angel accountants,D,319
2015-05-21 16:18:30,Satans's academy,D,2792
2015-05-21 16:18:31,Generous traders,D,9985
2015-05-21 16:18:32,Generous traders,D,9309
2015-05-21 16:18:32,Institute of dodgy deals,D,3824
2015-05-21 16:18:33,Bank of Mars,D,4445
2015-05-21 16:18:33,Bank of Atlantis,D,3410
2015-05-21 16:18:33,Satans's academy,D,1677
2015-05-21 16:18:34,Generous traders,D,2770
2015-05-21 16:18:34,Angel accountants,D,9571
2015-05-21 16:18:35,Bank of Mars,D,8580
2015-05-21 16:18:36,Angel accountants,D,8222
2015-05-21 16:18:36,Cauldron trading,D,3934
2015-05-21 16:18:37,Greedy bankers ltd.,F,14
2015-05-21 16:18:37,Institute of dodgy deals,D,6199
2015-05-21 16:18:38,Bank of Atlantis,D,2196
2015-05-21 16:18:38,Monkey traders,D,1960
2015-05-21 16:18:39,Generous traders,D,8235
2015-05-21 16:18:39,Generous traders,D,4576
2015-05-21 16:18:39,Bank of Atlantis,D,3569
2015-05-21 16:18:39,Angel accountants,D,2331
